s.no	worker_id	original_tableid	original_hypothesis	original_label	modified_tableid	modified_hypothesis	modified_label
0	IA0	T204	Bruce lee was born in China.	C	T204_mod_2	Bruce lee was born in China.	E
0	IA2	T1870	Invisible Touch was produced in America.	C	T1870_mod_8	Invisible Touch was produced in America.	E
0	IA2	T204	Bruce Lee was active in his career for over 30 years.	E	T204_mod_3	Bruce Lee was active in his career for over 30 years.	C
0	IA0	T1870	Invisible Touch came out in 1986.	E	T1870_mod_9	Invisible Touch came out in 1986.	C
0	IA0	T204	Bruce Lee was born in the Summer of 1940.	C	T204_mod_4	Bruce Lee was born in the Summer of 1940.	E
0	IA2	T204	Bruce Lee was a Martial artist.	E	T204_mod_5	Bruce Lee was a Martial artist.	C
0	IA2	T1870	Invisible Touch was non a pop rock hit.	C	T1870_mod_10	Invisible Touch was non a pop rock hit.	E
0	IA1	T1870	Invisible Touch was released in 1986.	E	T1870_mod_11	Invisible Touch was released in 1986.	C
0	IA2	T204	Bruce Lee was a Tennis player.	C	T204_mod_6	Bruce Lee was a Tennis player.	E
0	IA2	T1870	Invisible Touch is in the jazz genre.	C	T1870_mod_12	Invisible Touch is in the jazz genre.	E
0	IA0	T205	Saint Joan of Arc was canonized in 1939.	C	T205_mod_1	Saint Joan of Arc was canonized in 1939.	E
0	IA2	T158	There was a dog in the White House when Franklin D. Roosevelt was president.	E	T158_mod_1	There was a dog in the White House when Franklin D. Roosevelt was president.	C
0	IA0	T205	Saint Joan of Arc was from France.	E	T205_mod_2	Saint Joan of Arc was from France.	C
0	IA1	T205	Saint Joan of Arc passed away when they were 25 years old.	C	T205_mod_3	Saint Joan of Arc passed away when they were 25 years old.	E
0	IA0	T158	Fala was born in the Spring of 1940.	E	T158_mod_2	Fala was born in the Spring of 1940.	C
0	IA0	T205	Saint Joan of Arc was born early in the 15th century.	E	T205_mod_4	Saint Joan of Arc was born early in the 15th century.	C
0	IA2	T158	Fala died in the Fall of 1952.	C	T158_mod_3	Fala died in the Fall of 1952.	E
0	IA1	T205	Saint Joan of Arc died in her twenties.	C	T205_mod_5	Saint Joan of Arc died in her twenties.	E
0	IA2	T208	Jamie Dornan was born in a country that is part of the United Kingdom.	E	T208_mod_1	Jamie Dornan was born in a country that is part of the United Kingdom.	C
0	IA0	T158	The dog Fala passed away at 15 years old.	C	T158_mod_4	The dog Fala passed away at 15 years old.	E
0	IA1	T159	Kees Schouhamer Immink was born in the 20th century.	E	T159_mod_1	Kees Schouhamer Immink was born in the 20th century.	C
0	IA2	T208	Jamie Dornan married Amelia Warner before starting his career in entertainment.	C	T208_mod_2	Jamie Dornan married Amelia Warner before starting his career in entertainment.	E
0	IA2	T159	Kees Schouhamer Immink was born in the 17th century.	C	T159_mod_2	Kees Schouhamer Immink was born in the 17th century.	E
0	IA2	T208	Jamie Dornan resides in Great Britian.	E	T208_mod_3	Jamie Dornan resides in Great Britian.	C
0	IA0	T159	Kees Schouhamer Immink resides in the same country he resides.	E	T159_mod_3	Kees Schouhamer Immink resides in the same country he resides.	C
0	IA0	T208	Jamie Dornan is a baby boomer.	C	T208_mod_4	Jamie Dornan is a baby boomer.	E
0	IA0	T159	Kees Schouhamer Immink was born in the capital of Netherlands.	C	T159_mod_4	Kees Schouhamer Immink was born in the capital of Netherlands.	E
0	IA2	T208	Jamie Dornan has been married for about 10 years.	C	T208_mod_5	Jamie Dornan has been married for about 10 years.	E
0	IA0	T159	Kees Schouhamer Immink was born in Netherlands	E	T159_mod_5	Kees Schouhamer Immink was born in Netherlands	C
0	IA2	T452	The movie Chips was releases first in Asia.	E	T452_mod_1	The movie Chips was releases first in Asia.	C
0	IA0	T159	Kees Schouhamer Immink never won any medals	C	T159_mod_6	Kees Schouhamer Immink never won any medals	E
0	IA0	T452	CHiPs was released during the summer.	C	T452_mod_2	CHiPs was released during the summer.	E
0	IA1	T160	Fairport Convention is a rock band that formed in the 1970s.	E	T160_mod_1	Fairport Convention is a rock band that formed in the 1970s.	C
0	IA1	T452	The movie was first released at the TCL Chinese Theatre before it was released to other theaters throughout the US.	E	T452_mod_3	The movie was first released at the TCL Chinese Theatre before it was released to other theaters throughout the US.	C
0	IA2	T160	The band Fairport Convention is known for heavy rock.	C	T160_mod_2	The band Fairport Convention is known for heavy rock.	E
0	IA2	T452	The movie was based on a book by Dax Shepard.	C	T452_mod_4	The movie was based on a book by Dax Shepard.	E
0	IA1	T160	Fairport Convention has been a band for more than 45 years total.	E	T160_mod_3	Fairport Convention has been a band for more than 45 years total.	C
0	IA0	T452	Chips was released in the spring of 2017.	E	T452_mod_5	Chips was released in the spring of 2017.	C
0	IA2	T160	Fairport Convention was originally known as Fairport Featuring Dave Swarbrick.	C	T160_mod_4	Fairport Convention was originally known as Fairport Featuring Dave Swarbrick.	E
0	IA0	T452	Chips made less money at the box office than it cost to be made.	C	T452_mod_6	Chips made less money at the box office than it cost to be made.	E
0	IA0	T452	Chips was able to make a profit in theaters.	E	T452_mod_7	Chips was able to make a profit in theaters.	C
0	IA0	T160	Fairport Convention has recorded on over 5 record labels.	E	T160_mod_5	Fairport Convention has recorded on over 5 record labels.	C
0	IA0	T160	Fairport Convention had a concert tour in 1982.	C	T160_mod_6	Fairport Convention had a concert tour in 1982.	E
0	IA0	T452	The film Chips was over two hours long.	C	T452_mod_8	The film Chips was over two hours long.	E
0	IA2	T452	Chips was written and directed by Dax Shepard.	E	T452_mod_9	Chips was written and directed by Dax Shepard.	C
0	IA1	T161	Caesar was born right at the end of the 19th century.	E	T161_mod_1	Caesar was born right at the end of the 19th century.	C
0	IA0	T452	Chips, directed by Dax Shepard, was released to TCL Chinese Theatre in its general American release.	C	T452_mod_10	Chips, directed by Dax Shepard, was released to TCL Chinese Theatre in its general American release.	E
0	IA1	T161	Caesar died in the middle of the 20th century.	C	T161_mod_2	Caesar died in the middle of the 20th century.	E
0	IA2	T452	Chips is an American Hollywood film	E	T452_mod_11	Chips is an American Hollywood film	C
0	IA0	T161	King Edward VII had a dog from Ireland.	E	T161_mod_3	King Edward VII had a dog from Ireland.	C
0	IA0	T161	Caesar was of mixed breeds.	C	T161_mod_4	Caesar was of mixed breeds.	E
0	IA2	T452	Chips was a very profitable movie.	C	T452_mod_12	Chips was a very profitable movie.	E
0	IA0	T161	Caesar was a royal dog.	E	T161_mod_5	Caesar was a royal dog.	C
0	IA0	T211	Kase-san originally ran for about 6.5 years.	E	T211_mod_1	Kase-san originally ran for about 6.5 years.	C
0	IA0	T211	There are more than 5 volumes of Kase-san.	C	T211_mod_2	There are more than 5 volumes of Kase-san.	E
0	IA0	T161	Caesar was a rottweiler.	C	T161_mod_6	Caesar was a rottweiler.	E
0	IA1	T211	Kase-san has five different books that make up the series.	E	T211_mod_3	Kase-san has five different books that make up the series.	C
0	IA1	T163	James T. Russell was born in the Pacific northwest area of U.S.	E	T163_mod_1	James T. Russell was born in the Pacific northwest area of U.S.	C
0	IA2	T163	James T. Russell died before reaching the age of 80.	C	T163_mod_2	James T. Russell died before reaching the age of 80.	E
0	IA0	T163	James T. Russell went to college in the U.S.	E	T163_mod_3	James T. Russell went to college in the U.S.	C
0	IA1	T211	Kase-san had an original production run of over six years.	E	T211_mod_4	Kase-san had an original production run of over six years.	C
0	IA2	T211	Kase-san was written and published only in the Japanese language.	C	T211_mod_5	Kase-san was written and published only in the Japanese language.	E
0	IA0	T163	James T. Russell's exact birth date is not known.	E	T163_mod_4	James T. Russell's exact birth date is not known.	C
0	IA1	T163	James T. Russell invented the compact disc in the first quarter of the 20th century.	C	T163_mod_5	James T. Russell invented the compact disc in the first quarter of the 20th century.	E
0	IA0	T1976	It involved the BMG label.	E	T1976_mod_1	It involved the BMG label.	C
0	IA0	T212	Justin Trudeau has been prime minister for over five years.	E	T212_mod_1	Justin Trudeau has been prime minister for over five years.	C
0	IA0	T212	Bob Rae assumed office after Justi Trudeau.	C	T212_mod_2	Bob Rae assumed office after Justi Trudeau.	E
0	IA2	T1976	Hollywood Undead has made music on 5 or more music labels.	E	T1976_mod_2	Hollywood Undead has made music on 5 or more music labels.	C
0	IA0	T1976	Hollywood Undead has been active for over 20 years.	C	T1976_mod_3	Hollywood Undead has been active for over 20 years.	E
0	IA2	T212	Justin Trudeau is currently in office.	E	T212_mod_3	Justin Trudeau is currently in office.	C
0	IA2	T1976	Hollywood Undead is a band from the west coast of the USA.	E	T1976_mod_4	Hollywood Undead is a band from the west coast of the USA.	C
0	IA1	T212	Justin Trudeau assumed office in the Fall of 2013.	C	T212_mod_4	Justin Trudeau assumed office in the Fall of 2013.	E
0	IA2	T1976	The band Hollywood Undead has been signed by Sony Records.	C	T1976_mod_5	The band Hollywood Undead has been signed by Sony Records.	E
0	IA2	T212	Justin Trudeau took office in the spring of 2013.	E	T212_mod_5	Justin Trudeau took office in the spring of 2013.	C
0	IA2	T165	Charles Stark Draper won the Magellanic Premium award before he won the Heritage Award.	E	T165_mod_1	Charles Stark Draper won the Magellanic Premium award before he won the Heritage Award.	C
0	IA0	T212	Justin Trudeau will be replaced by Bob Rae.	C	T212_mod_6	Justin Trudeau will be replaced by Bob Rae.	E
0	IA1	T165	Charles Stark Draper died in the Winter of 1987.	C	T165_mod_2	Charles Stark Draper died in the Winter of 1987.	E
0	IA0	T213	John McCain was in office in 2004.	E	T213_mod_1	John McCain was in office in 2004.	C
0	IA2	T165	Charles Stark Draper immigrated to the United States.	C	T165_mod_3	Charles Stark Draper immigrated to the United States.	E
0	IA0	T213	John McCain was preceded by Ted Stevens.	C	T213_mod_2	John McCain was preceded by Ted Stevens.	E
0	IA2	T213	John McCain wound up leaving office in 2005.	E	T213_mod_3	John McCain wound up leaving office in 2005.	C
0	IA0	T165	Charles Stark Draper passed away in New England.	E	T165_mod_4	Charles Stark Draper passed away in New England.	C
0	IA2	T213	John McCain first entered office in 2001.	C	T213_mod_4	John McCain first entered office in 2001.	E
0	IA2	T1793	The run time for In the Aeroplane Over the Sea is shorter than an hour.	E	T1793_mod_1	The run time for In the Aeroplane Over the Sea is shorter than an hour.	C
0	IA0	T213	According to this chart, John McCain was first in office late in the 20th century.	E	T213_mod_5	According to this chart, John McCain was first in office late in the 20th century.	C
0	IA2	T1793	It took over six months to record In the Aeroplane Over the Sea.	C	T1793_mod_2	It took over six months to record In the Aeroplane Over the Sea.	E
0	IA2	T214	Kas was introduced in the middle part of the 20th century.	E	T214_mod_1	Kas was introduced in the middle part of the 20th century.	C
0	IA2	T1793	In the Aeroplane Over the Sea is under 45 minutes long.	E	T1793_mod_3	In the Aeroplane Over the Sea is under 45 minutes long.	C
0	IA0	T214	There were more than two variants of Kas.	C	T214_mod_2	There were more than two variants of Kas.	E
0	IA0	T1793	In the Aeroplane Over the Sea is an album that was released in the late 1990s.	E	T1793_mod_4	In the Aeroplane Over the Sea is an album that was released in the late 1990s.	C
0	IA1	T214	Kas is a Spanish soft drink brand produced by Pepsico	E	T214_mod_3	Kas is a Spanish soft drink brand produced by Pepsico	C
0	IA2	T214	Kas primarily sells Pepsi Cola under its own brand name	C	T214_mod_4	Kas primarily sells Pepsi Cola under its own brand name	E
0	IA0	T1793	The album In the Aeroplane Over the Sea is over an hour long.	C	T1793_mod_5	The album In the Aeroplane Over the Sea is over an hour long.	E
0	IA2	T214	Kas Fruit originated in Europe.	E	T214_mod_5	Kas Fruit originated in Europe.	C
0	IA1	T169	Felix Wankel has practiced at more than one institution.	E	T169_mod_1	Felix Wankel has practiced at more than one institution.	C
0	IA0	T214	Kas is only twenty years old.	C	T214_mod_6	Kas is only twenty years old.	E
0	IA0	T169	Felix Wankel was born in the Summer of 1902.	E	T169_mod_2	Felix Wankel was born in the Summer of 1902.	C
0	IA0	T216	Jim Nabors was born in the Summer of 1930.	E	T216_mod_1	Jim Nabors was born in the Summer of 1930.	C
0	IA1	T169	Felix Wankel died in the Spring of 1988.	C	T169_mod_3	Felix Wankel died in the Spring of 1988.	E
0	IA2	T169	Felix Wankel died in Europe	E	T169_mod_4	Felix Wankel died in Europe	C
0	IA0	T169	Felix Wankel had a career in the arts.	C	T169_mod_5	Felix Wankel had a career in the arts.	E
0	IA2	T216	Jim Nabors was active for over 65 years.	C	T216_mod_2	Jim Nabors was active for over 65 years.	E
0	IA1	T170	Robert Lang Studios resides in the Pacific Northwest.	E	T170_mod_1	Robert Lang Studios resides in the Pacific Northwest.	C
0	IA0	T216	Jim Nabors made his debut in 1954.	E	T216_mod_3	Jim Nabors made his debut in 1954.	C
0	IA2	T170	Robert Lang Studios went out of business in 1993.	C	T170_mod_2	Robert Lang Studios went out of business in 1993.	E
0	IA1	T216	Jim Nabors was 6 feet 2 inches tall.	C	T216_mod_4	Jim Nabors was 6 feet 2 inches tall.	E
0	IA2	T170	Foo Fighters was released in the Summer of 1995.	E	T170_mod_3	Foo Fighters was released in the Summer of 1995.	C
0	IA2	T216	Jim Nabors has been married since 2010.	C	T216_mod_5	Jim Nabors has been married since 2010.	E
0	IA2	T170	It would take over an hour to listen to Foo Fighters the album.	C	T170_mod_4	It would take over an hour to listen to Foo Fighters the album.	E
0	IA0	T170	Foo Fighters released a self-titled album in the summer of 1995.	E	T170_mod_5	Foo Fighters released a self-titled album in the summer of 1995.	C
0	IA0	T217	Jonathan Tweet went to St. Olaf College for school.	E	T217_mod_1	Jonathan Tweet went to St. Olaf College for school.	C
0	IA1	T170	Foo Fighters album is less than 40 minutes long.	C	T170_mod_6	Foo Fighters album is less than 40 minutes long.	E
0	IA1	T217	Jonathan Tweet was born in California.	C	T217_mod_2	Jonathan Tweet was born in California.	E
0	IA2	T171	Eugene Polley was born in the late Fall of 1915.	E	T171_mod_1	Eugene Polley was born in the late Fall of 1915.	C
0	IA2	T217	Jonathan Tweet lives in the Northwest.	E	T217_mod_3	Jonathan Tweet lives in the Northwest.	C
0	IA0	T171	Eugene Polley won dozens of awards in his lifetime.	C	T171_mod_2	Eugene Polley won dozens of awards in his lifetime.	E
0	IA0	T171	Eugene Polley received his degree in the Midwest.	E	T171_mod_3	Eugene Polley received his degree in the Midwest.	C
0	IA0	T217	Jonathan Tweet was born in the first half of the 20th century.	C	T217_mod_4	Jonathan Tweet was born in the first half of the 20th century.	E
0	IA0	T171	Eugene Polley worked at Zenith Electronics until his death.	C	T171_mod_4	Eugene Polley worked at Zenith Electronics until his death.	E
0	IA2	T217	He is a game designer.	E	T217_mod_5	He is a game designer.	C
0	IA2	T217	He doesn? have children.	C	T217_mod_6	He doesn? have children.	E
0	IA2	T217	Jonathan Tweet resides in a different state than he was born.	E	T217_mod_7	Jonathan Tweet resides in a different state than he was born.	C
0	IA2	T217	Tessa Tweet is Jonathan Tweet's wife.	C	T217_mod_8	Tessa Tweet is Jonathan Tweet's wife.	E
0	IA1	T219	The Foo Fighters have been active for over 20 years.	E	T219_mod_1	The Foo Fighters have been active for over 20 years.	C
0	IA2	T219	The Foo Fighters were formed in the second to last decade of the 20th century.	C	T219_mod_2	The Foo Fighters were formed in the second to last decade of the 20th century.	E
0	IA2	T171	Eugene Polley was born in the winter of 1915.	E	T171_mod_5	Eugene Polley was born in the winter of 1915.	C
0	IA0	T219	Foo Fighters have been performing for over twenty years.	E	T219_mod_3	Foo Fighters have been performing for over twenty years.	C
0	IA2	T219	Foo Fighters are from the capital of Washington state.	C	T219_mod_4	Foo Fighters are from the capital of Washington state.	E
0	IA2	T219	The Foo Fighters alternate name was vulgar.	E	T219_mod_5	The Foo Fighters alternate name was vulgar.	C
0	IA1	T173	During 1621, Guercino was never in Italy.	C	T173_mod_1	During 1621, Guercino was never in Italy.	E
0	IA2	T219	The Foo Fighters were active in the 18th century.	C	T219_mod_6	The Foo Fighters were active in the 18th century.	E
0	IA2	T173	Et in Arcadia ego is a painting that was done by Guercino.	E	T173_mod_2	Et in Arcadia ego is a painting that was done by Guercino.	C
0	IA2	T221	Budapest has over three million people living in it's metro area.	E	T221_mod_1	Budapest has over three million people living in it's metro area.	C
0	IA2	T173	The painting Et in Arcadia ego is kept in a museum in Sicily.	C	T173_mod_3	The painting Et in Arcadia ego is kept in a museum in Sicily.	E
0	IA2	T221	Budapest does not rank in the top twenty most populated European Union cities.	C	T221_mod_2	Budapest does not rank in the top twenty most populated European Union cities.	E
0	IA0	T173	Et in Arcadia ego was painted in the first quarter of the 17th century.	E	T173_mod_4	Et in Arcadia ego was painted in the first quarter of the 17th century.	C
0	IA0	T221	Budapest is one of the 10 largest cities in the EU.	E	T221_mod_3	Budapest is one of the 10 largest cities in the EU.	C
0	IA0	T221	Budapest never changes the time they use throughout the year.	C	T221_mod_4	Budapest never changes the time they use throughout the year.	E
0	IA0	T173	At it's widest point, Et in Arcadia ego is 3.5 feet wide.	C	T173_mod_5	At it's widest point, Et in Arcadia ego is 3.5 feet wide.	E
0	IA0	T221	Budapest is the largest city that is in Hungary.	E	T221_mod_5	Budapest is the largest city that is in Hungary.	C
0	IA0	T175	Fences was released in the Winter of 2016.	E	T175_mod_1	Fences was released in the Winter of 2016.	C
0	IA0	T221	Budapest is known for having a low HDI.	C	T221_mod_6	Budapest is known for having a low HDI.	E
0	IA2	T175	Fences' run time is less than two hours long.	C	T175_mod_2	Fences' run time is less than two hours long.	E
0	IA0	T222	Jawaharlal Nehru was in office for over 15 years.	E	T222_mod_1	Jawaharlal Nehru was in office for over 15 years.	C
0	IA2	T175	Fences was produced by multiple companies.	E	T175_mod_3	Fences was produced by multiple companies.	C
0	IA2	T175	Fences was produced by a single company.	C	T175_mod_4	Fences was produced by a single company.	E
0	IA1	T175	Fences had a budget over twenty million dollars.	E	T175_mod_5	Fences had a budget over twenty million dollars.	C
0	IA2	T222	The Earl Mountbatten of Burma Chakravarti Rajagopalachari was Governor General until the Fall of 1950.	C	T222_mod_2	The Earl Mountbatten of Burma Chakravarti Rajagopalachari was Governor General until the Fall of 1950.	E
0	IA0	T175	The director of Fences did not star in the film.	C	T175_mod_6	The director of Fences did not star in the film.	E
0	IA1	T222	Jawaharlal Nehru was proceeded by Gulzarilal Nanda.	C	T222_mod_3	Jawaharlal Nehru was proceeded by Gulzarilal Nanda.	E
0	IA0	T177	The Republic of Estonia had their independence recognized before the start of the second world war.	E	T177_mod_1	The Republic of Estonia had their independence recognized before the start of the second world war.	C
0	IA0	T222	Jawaharlal Nehru left office during the spring season.	E	T222_mod_4	Jawaharlal Nehru left office during the spring season.	C
0	IA2	T177	Estonia first declared independence in the summer of 1917.	C	T177_mod_2	Estonia first declared independence in the summer of 1917.	E
0	IA0	T222	Jawaharlal Nehru took over the position from Rajendra Prasad.	C	T222_mod_5	Jawaharlal Nehru took over the position from Rajendra Prasad.	E
0	IA1	T223	Jhen? Aiko has been active in music for over 15 years.	E	T223_mod_1	Jhen? Aiko has been active in music for over 15 years.	C
0	IA1	T177	The Republic of Estonia first declared independence in the first quarter of the 20th century.	E	T177_mod_3	The Republic of Estonia first declared independence in the first quarter of the 20th century.	C
0	IA0	T223	Jhen? Aiko was born in the Fall of 1988.	C	T223_mod_2	Jhen? Aiko was born in the Fall of 1988.	E
0	IA0	T177	The Republic of Estonia's independence was restored in the first half of the 20th century.	C	T177_mod_4	The Republic of Estonia's independence was restored in the first half of the 20th century.	E
0	IA0	T223	Jhen? Aiko has been signed to over three different music labels.	E	T223_mod_3	Jhen? Aiko has been signed to over three different music labels.	C
0	IA0	T177	The Republic of Estonia was originally created in the spring of 1917.	E	T177_mod_5	The Republic of Estonia was originally created in the spring of 1917.	C
0	IA0	T223	Jhen? Aiko was born in the capital of California.	C	T223_mod_4	Jhen? Aiko was born in the capital of California.	E
0	IA2	T177	The Republic of Estonia has never joined the European Union	C	T177_mod_6	The Republic of Estonia has never joined the European Union	E
0	IA2	T2026	Hotel California is an album that was released in 1976.	E	T2026_mod_1	Hotel California is an album that was released in 1976.	C
0	IA0	T2026	Hotel California is known for being a jazz album.	C	T2026_mod_2	Hotel California is known for being a jazz album.	E
0	IA2	T2026	The album Hotel California is less than 45 minutes.	E	T2026_mod_3	The album Hotel California is less than 45 minutes.	C
0	IA0	T2026	After its recording, the album Hotel California was held for 6 months prior to release.	C	T2026_mod_4	After its recording, the album Hotel California was held for 6 months prior to release.	E
0	IA2	T2026	It took a whole year to record Hotel California.	C	T2026_mod_5	It took a whole year to record Hotel California.	E
0	IA2	T2026	Hotel California was recorded and released in the same calendar year.	E	T2026_mod_6	Hotel California was recorded and released in the same calendar year.	C
0	IA2	T2026	Hotel California was recorded in three studios.	C	T2026_mod_7	Hotel California was recorded in three studios.	E
0	IA2	T223	She is a singer.	E	T223_mod_5	She is a singer.	C
0	IA2	T223	She was with Bad Boy Records.	C	T223_mod_6	She was with Bad Boy Records.	E
0	IA2	T2026	Hotel California is under the asylum record label.	E	T2026_mod_8	Hotel California is under the asylum record label.	C
0	IA0	T2026	Hotel California is a pop song.	C	T2026_mod_9	Hotel California is a pop song.	E
0	IA0	T223	Jhen? Aiko was born in the spring of 1988.	E	T223_mod_7	Jhen? Aiko was born in the spring of 1988.	C
0	IA2	T223	The musician Jhen? Aiko has been associated with 50 cent.	C	T223_mod_8	The musician Jhen? Aiko has been associated with 50 cent.	E
0	IA0	T2026	Hotel California was released in 1976.	E	T2026_mod_10	Hotel California was released in 1976.	C
0	IA0	T1974	Ho Chi Minh City has a population density of over 10,000 per square mile.	E	T1974_mod_1	Ho Chi Minh City has a population density of over 10,000 per square mile.	C
0	IA0	T2026	Hotel California is in the country music genre.	C	T2026_mod_11	Hotel California is in the country music genre.	E
0	IA2	T1974	Ho Chi Minh City is home to fewer than 7 million people.	C	T1974_mod_2	Ho Chi Minh City is home to fewer than 7 million people.	E
0	IA2	T1974	Ho Chi Minh City has over 8 million people that live in it.	E	T1974_mod_3	Ho Chi Minh City has over 8 million people that live in it.	C
0	IA0	T180	John Phillips is known for playing folk music.	E	T180_mod_1	John Phillips is known for playing folk music.	C
0	IA1	T1974	Ho Chi Minh City has over eight million people.	E	T1974_mod_4	Ho Chi Minh City has over eight million people.	C
0	IA0	T180	John Phillips was active in 1970.	E	T180_mod_2	John Phillips was active in 1970.	C
0	IA0	T180	John Phillips died in his 50's.	C	T180_mod_3	John Phillips died in his 50's.	E
0	IA1	T180	John Phillips made music for over 50 years.	E	T180_mod_4	John Phillips made music for over 50 years.	C
0	IA2	T316	Christ Crucified can be seen at a museum in Europe.	E	T316_mod_1	Christ Crucified can be seen at a museum in Europe.	C
0	IA1	T180	John Phillips died in the Fall of 2001.	C	T180_mod_5	John Phillips died in the Fall of 2001.	E
0	IA2	T316	Christ Crucified was painted in the 14th century.	C	T316_mod_2	Christ Crucified was painted in the 14th century.	E
0	IA2	T316	Christ Crucified was painted in the 17th century.	E	T316_mod_3	Christ Crucified was painted in the 17th century.	C
0	IA0	T181	Justice got its start in the US.	C	T181_mod_1	Justice got its start in the US.	E
0	IA2	T316	Christ Crucified was painted in the 18th century.	C	T316_mod_4	Christ Crucified was painted in the 18th century.	E
0	IA0	T181	Justice has performed music for over fifteen years.	E	T181_mod_2	Justice has performed music for over fifteen years.	C
0	IA1	T316	Christ Crucified was painted in the 17th century.	E	T316_mod_5	Christ Crucified was painted in the 17th century.	C
0	IA0	T316	The shorter side of Christ Crucified is shorter than 5 feet long.	C	T316_mod_6	The shorter side of Christ Crucified is shorter than 5 feet long.	E
0	IA0	T181	Justice is known for punk music.	C	T181_mod_3	Justice is known for punk music.	E
0	IA1	T181	Justice was formed early in the 21st century.	E	T181_mod_4	Justice was formed early in the 21st century.	C
0	IA0	T316	Christ Crucified is located in a Spanish museum.	E	T316_mod_7	Christ Crucified is located in a Spanish museum.	C
0	IA2	T181	Justice has made music on more than seven music labels.	C	T181_mod_5	Justice has made music on more than seven music labels.	E
0	IA0	T316	Christ Crucified took more than a year to complete.	C	T316_mod_8	Christ Crucified took more than a year to complete.	E
0	IA0	T182	Boy George was an Englishman.	E	T182_mod_1	Boy George was an Englishman.	C
0	IA1	T182	Boy George retired in 1985.	C	T182_mod_2	Boy George retired in 1985.	E
0	IA0	T182	Boy George was a member of the Culture Club.	E	T182_mod_3	Boy George was a member of the Culture Club.	C
0	IA1	T182	Boy George is from Canada.	C	T182_mod_4	Boy George is from Canada.	E
0	IA2	T182	Boy George originally started performing in the United Kingdom.	E	T182_mod_5	Boy George originally started performing in the United Kingdom.	C
0	IA2	T316	'Christ Crucified' was painted by Diego Vel‡zquez in 1632.	E	T316_mod_9	'Christ Crucified' was painted by Diego Vel‡zquez in 1632.	C
0	IA2	T182	Boy George has retired from singing and performing.	C	T182_mod_6	Boy George has retired from singing and performing.	E
0	IA2	T316	Diego Vel‡zquez' 1632 painting is in a private collection.	C	T316_mod_10	Diego Vel‡zquez' 1632 painting is in a private collection.	E
0	IA0	T183	Iron Man 3 made a billion dollars over it's budget.	E	T183_mod_1	Iron Man 3 made a billion dollars over it's budget.	C
0	IA2	T316	Diego Vel‡zquez painted Christ Crucified in the first half of the 17th Century.	E	T316_mod_11	Diego Vel‡zquez painted Christ Crucified in the first half of the 17th Century.	C
0	IA0	T183	Iron Man 3's run time is under two hours long.	C	T183_mod_2	Iron Man 3's run time is under two hours long.	E
0	IA0	T316	Christ Crucified is currently located in northern Europe.	C	T316_mod_12	Christ Crucified is currently located in northern Europe.	E
0	IA2	T183	Iron Man 3 is an action movie based on the comic character Iron Man from Marvel Comics	E	T183_mod_3	Iron Man 3 is an action movie based on the comic character Iron Man from Marvel Comics	C
0	IA0	T227	Home Alone was released in the Late Fall of 1990.	E	T227_mod_1	Home Alone was released in the Late Fall of 1990.	C
0	IA0	T227	Home Alone did over half a billion dollars more at the box office than it's budget of 18 million.	C	T227_mod_2	Home Alone did over half a billion dollars more at the box office than it's budget of 18 million.	E
0	IA2	T183	Iron Man 3 made over one billion dollars at the box office.	E	T183_mod_4	Iron Man 3 made over one billion dollars at the box office.	C
0	IA2	T227	Macaulay Caulkin was the star.	E	T227_mod_3	Macaulay Caulkin was the star.	C
0	IA2	T183	Iron Man 3 was produced and distributed by the same company.	C	T183_mod_5	Iron Man 3 was produced and distributed by the same company.	E
0	IA2	T227	This was an independent film.	C	T227_mod_4	This was an independent film.	E
0	IA0	T227	Home Alone was produced and written by the same person.	E	T227_mod_5	Home Alone was produced and written by the same person.	C
0	IA2	T184	Hip, Hip, Hurrah! is located in France.	C	T184_mod_1	Hip, Hip, Hurrah! is located in France.	E
0	IA2	T227	Home Alone was released in the summer of 1990.	C	T227_mod_6	Home Alone was released in the summer of 1990.	E
0	IA2	T184	The painting is located in a private collection.	C	T184_mod_2	The painting is located in a private collection.	E
0	IA0	T184	The painting would fit in the palm of your hand.	C	T184_mod_3	The painting would fit in the palm of your hand.	E
0	IA1	T185	The Far East Movement first started in California.	E	T185_mod_1	The Far East Movement first started in California.	C
0	IA2	T185	Rock is the primary genre of the Far East Movement.	C	T185_mod_2	Rock is the primary genre of the Far East Movement.	E
0	IA2	T185	Far East Movement has been an active music group for over 15 years.	E	T185_mod_3	Far East Movement has been an active music group for over 15 years.	C
0	IA2	T185	The Far East Movement only has a few acts associated with it.	C	T185_mod_4	The Far East Movement only has a few acts associated with it.	E
0	IA2	T185	Far East Movement have been performing music for over fifteen years.	E	T185_mod_5	Far East Movement have been performing music for over fifteen years.	C
0	IA0	T185	Far East Movement is known for making classical music.	C	T185_mod_6	Far East Movement is known for making classical music.	E
0	IA0	T227	Home Alone wound up making over $400 million dollars at the box office.	E	T227_mod_7	Home Alone wound up making over $400 million dollars at the box office.	C
0	IA0	T227	Home alone was released in the 1980s.	C	T227_mod_8	Home alone was released in the 1980s.	E
0	IA2	T186	John Hurt was born in the Summer of 1940.	C	T186_mod_1	John Hurt was born in the Summer of 1940.	E
0	IA0	T229	Eugen Baumann was born in Germany.	E	T229_mod_1	Eugen Baumann was born in Germany.	C
